discovered_at,source_id,source_url,source_version,source_question_id,stem,choice_a,choice_b,choice_c,choice_d,choice_e,choice_f,stated_answer,topic_notes,date_found
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8685,You need to implement a QoS policy in your network. The first task is to define the QoS classes. Which of the following definitions would be the recommended?,A. Voice - EFCall-signalling - CS3Interactive Video - AF41Critical Data - AF31Bulk Data - AF11Network Management - CS2,B. Call-signalling - EFVoice - AF41Interactive Video - AF31Critical Data - AF21Bulk Data - AF11Network Management - CS2,C. Voice - CS1Call-signalling - CS3Interactive Video - AF31Critical Data - AF21Bulk Data - AF11Network Management - CS2,D. Voice - AF41Call-signalling - AF31Interactive Video - CS4Critical Data - CS3Bulk Data - CS2Network Management - CS1,E. Voice - AF41Call-signalling - AF31Interactive Video - AF21Critical Data - AF11Bulk Data - CS1Network Management - CS2,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8687,You already configure voice and access VLAN to all users ports on a switch. Which of the following commands are necessary to enable port security and limit the number of mac addresses per port to 1 on each voice and access vlan? Make sure the ports will not disable when a violation occurs. Just drop the unknown source address packets and generates a SNMP trap to the syslog.,A. SW01(config-if)#switchport port-security,B. SW01(config-if)#switchport port-security maximum 1 vlan access,C. SW01(config-if)#switchport port-security maximum 1 vlan voice,D. SW01(config-if)#switchport port-security maximum 1,E. SW01(config-if)# switchport port-security violation restrict,F. SW01(config-if)# switchport port-security violation shutdown,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8689,Which of the following WLAN authentication method uses the Advanced Encryption Standard (AES) for encryption?,A. WEP,B. WPA,C. WPA2,D. WPA3,E. WPA4,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8691,"Which ports are used by CAPWAP to stablish the control message tunnel and the data tunnel, respectively?",A. UDP/5246 and UDP/5247,B. UDP/1646 and UDP/1647,C. TCP/5246 and TCP/5247,D. TCP/1646 and TCP/1647,E. UDP/1812 and UDP/1813,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8692,On which type of wireless deployment access points can switch client data traffic locally and perform client authentication locally when their connection to the controller is lost?,A. FlexConnect,B. CAPWAP,C. LWAPP,D. Autonomous,E. BSS,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8693,"In a controller-based network architecture, the controller needs to communicate to the networking devices. What is the name of the interface between the controller and those devices?",A. Southbound Interface,B. Northbound Interface,C. Control Plane,D. Data Plane,E. Management Plane,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8694,The SDN solution architecture has three layers. Which of the following protocols run in the Control Plane layer?,A. OSPF,B. BGP,C. IP,D. SSH,E. Telnet,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8695,Which Cisco DNA solution enables network access in minutes for any user or device to any application without compromising security?,A. ACI,B. SD-Access,C. SD-WAN,D. Cisco DNA Assurance,E. Cisco DNA Security,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8696,"Your company want to reduce costs by replacing current MPLS solution by internet links using VPN to connect the locations. Since you have 9 locations which must connect each other, which of the following is the best solution in this case? All the locations have Cisco routers and they will not be replaced at this time.",A. DMVPN,B. SSL VPN,C. FlexVPN,D. VPN Site-to-Site,E. Remote Access VPN,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8697,"Which of the following is a VPN type with which, users can access the private networks over internet remotely?",A. Remote Access VPN,B. Site to Site VPN,C. DMVPN,D. FlexVPN,,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8698,Which command configures the router to act as a Relay Agent for DHCP?,A. ip helper-address 192.168.1.10,B. ip dhcp forward 192.168.1.10,C. ip dhcp proxy agent 192.168.1.10,D. ip dhcp-proxy 192.168.1.10,,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8699,Which of the following option can be used to create the following DHCP scope:,A. Router(config)#ip dhcp excluded-address 10.10.1.1 10.10.1.19Router(config)#ip dhcp excluded-address 10.10.1.201 10.10.1.254Router(config)#ip dhcp pool POOLRouter(dhcp-config)#default-router 10.10.1.1Router(dhcp-config)#dns-server 10.10.10.10 10.10.10.11Router(dhcp-config)#option 150 ip 192.168.10.10Router(dhcp-config)#network 10.10.1.0 255.255.255.0,B. Router(config)#ip dhcp excluded-address 10.10.1.1 10.10.1.20Router(config)#ip dhcp excluded-address 10.10.1.200 10.10.1.254Router(config)#ip dhcp pool POOLRouter(dhcp-config)#default-gateway 10.10.1.1Router(dhcp-config)#dns-server 10.10.10.10 10.10.10.11Router(dhcp-config)#option 53 ip 192.168.10.10Router(dhcp-config)#network 10.10.1.0 255.255.255.0,C. Router(config)#ip dhcp excluded-address 10.10.1.20 10.10.1.200Router(config)#ip dhcp pool POOLRouter(dhcp-config)#default-router 10.10.1.1Router(dhcp-config)#dns-server 10.10.10.10 10.10.10.11Router(dhcp-config)#option 69 ip 192.168.10.10Router(dhcp-config)#network 10.10.1.0 255.255.255.0,D. Router(config)#ip dhcp excluded-address 10.10.1.1 10.10.1.20Router(config)#ip dhcp excluded-address 10.10.1.200 10.10.1.254Router(config)#ip dhcp pool POOLRouter(dhcp-config)#default-gateway 10.10.1.1Router(dhcp-config)#dns-server 10.10.10.10 10.10.10.11Router(dhcp-config)#option 69 ip 192.168.10.10Router(dhcp-config)#network 10.10.1.0 255.255.255.0,,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8701,Which of the following agentless automation tool uses SSH to connect to the network devices?,A. Ansible,B. Puppet,C. Chef,D. APIC,E. ACI,,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,howtonetwork-ccna-walkthrough,https://www.howtonetwork.com/free/cisco-ccna-exam-walkthrough/,200-301 v1.1,8702,"Which automation tool uses only a server-client architecture based in a pull deployment model, where the clients check regularly on the server if anything needs to be updated?",A. Puppet,B. Chef,C. Ansible,D. APIC,E. YAML,F. XML,,Tier B — WatuPro walkthrough; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,1,"A NOC engineer is creating a prompt template for an AI assistant that reviews Cisco IOS XE show output and syslog excerpts during troubleshooting. The team must be able to verify recommendations before making changes, and the assistant must not perform remediation. Which output-format instruction best meets this goal?","A. Use sections for Evidence, Assumptions, Recommended next checks, and Confidence.",B. Use one concise root-cause paragraph with the most likely fix first.,C. Use a prioritized command checklist without confidence ratings or assumptions.,"D. Use a configuration patch showing commands to apply immediately. Best answer: A Explanation: For AI-assisted network troubleshooting, the prompt should require a verifiable structure. Evidence should contain facts from the provided outputs, assumptions should identify what the assistant inferred, recommended next checks should tell the engineer how to validate the conclusion, and confidence should show how strongly the evidence supports the recommendation. This keeps the AI from blending facts with guesses or jumping directly to configuration changes. The key is not just getting an answer quickly, but making the reasoning auditable before a network operator acts.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,2,"A technician connects a desktop PC to switch SW1 on Gi1/0/12 , but the PC reports that the network cable is unplugged. The switch port is enabled and assigned to the correct access VLAN. Exhibit: SW1# show interfaces gi1/0/12 status Port Name Status Vlan Duplex Speed Type Gi1/0/12 PC-7 notconnect 20 auto auto 10/100/1000BaseTX Cable tag: RJ-45 rollover console cable Tester pin map: 1->8 2->7 3->6 4->5 5->4 6->3 7->2 8->1 What is the best interpretation or next action?",A. Configure PortFast on the switch port.,B. Replace it with an Ethernet crossover cable.,C. Replace it with a straight-through Ethernet patch cable.,"D. Manually set both ends to full duplex. Best answer: C Explanation: The exhibit points to a physical cabling problem, not a VLAN, spanning-tree, or duplex problem. The switch shows notconnect , and the cable tag plus tester pin map identify a rollover console cable, where pin 1 maps to pin 8, pin 2 to pin 7, and so on. A rollover cable is used for console connections, not for Ethernet data links. For a typical desktop PC connected to a switch access port, use a normal straight-through Ethernet patch cable. The key clue is the reversed pinout before the link ever establishes.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,3,Which configuration decision should meet the goal?,"F. No route filtering is configured. Exhibit: R1# show ip ospf neighbor Neighbor ID Pri State Address Interface 2.2.2.2 1 FULL/DR 10.0.12.2 Gi0/0 R1# show ip route 192.168.20.0 % Network not in table R2# show ip route connected C 10.0.12.0/30 is directly connected, GigabitEthernet0/0 C 192.168.20.0/24 is directly connected, GigabitEthernet0/1 Which configuration decision should meet the goal?",A. Enable OSPF on R2 G0/1 in area 0.,B. Change R2’s OSPF router ID and restart OSPF.,C. Enable OSPF for 192.168.20.0/24 on R1.,"D. Configure a default static route on R1 toward R2. Best answer: A Explanation: The neighbor output shows that R1 and R2 already have a working OSPF adjacency, so the transit link is not the problem. R1 has no route for 192.168.20.0/24, while R2 shows that subnet as directly connected. In OSPF, a connected network is advertised only when the matching interface or subnet is enabled for OSPF in the correct area. The correct operational fix is on R2, for the LAN-facing interface or its subnet in area 0. If no OSPF neighbors should form on that LAN, making the interface passive is also common, but it still must be included in OSPF.",,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,4,"A user reports intermittent connectivity from a wired desktop connected to SW1. The VLAN assignment is correct, and the port remains up. Based on the exhibit, what is the best interpretation?",A. The access VLAN is missing from the switch,B. Spanning Tree is blocking the desktop port,C. A physical cabling or connector problem is likely,"D. The port is administratively shut down Best answer: C Explanation: CRC errors are received frames that fail the frame check sequence, commonly caused by physical-layer problems such as a damaged patch cable, bad connector, excessive interference, or a failing NIC/transceiver. In the exhibit, the interface is up/up at 1000 Mb/s full duplex, so the port is operational and passing traffic. The large number of input errors that are almost entirely CRC errors makes the physical medium the best place to investigate first. A reasonable next action would be to replace or test the cable and check the desktop NIC and switchport connection. VLAN or STP issues can cause reachability failures, but they do not explain this specific error pattern.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,5,The affected clients show a valid IPv4 address from the DHCP server and an IPv6 default gateway learned from an unknown link-local address. The access switch log shows the link-local address arriving on a user-facing port connected to a small unmanaged router. What is the best corrective action?,A. Enable Dynamic ARP Inspection for VLAN 30,B. Configure storm control on the user-facing port,C. Enable DHCP snooping for VLAN 30,"D. Enable RA guard on the user-facing port Best answer: D Explanation: The symptom points to a rogue IPv6 Router Advertisement, not an IPv4 DHCP, ARP, or broadcast-rate problem. IPv6 hosts can learn their default gateway from RA messages sent by routers on the local link. Because the unknown link-local gateway is being advertised from a user-facing port connected to an unmanaged router, RA guard is the Layer 2 control that should block those unauthorized RA messages at the access edge. DHCP snooping protects DHCP message trust boundaries, DAI validates ARP, and storm control limits excessive Layer 2 traffic rates. The key is matching the control to the specific Layer 2 threat.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,6,"The approved Ansible task is limited to read-only validation commands on Building 2 access switches only . Exhibit: Proposed plan inventory : access_bldg2 : [ ASW21, ASW22] distribution : [ DSW1, DSW2] play : hosts : all tasks : - cisco.ios.ios_command : commands : - show vlan brief - show interfaces trunk - configure terminal - interface Gi1/0/24 - shutdown Which action best keeps the Ansible command execution plan within the approved operational scope?",A. Use ios_config to shut and re-enable Gi1/0/24,B. Limit hosts to access_bldg2 and remove configuration commands,C. Keep hosts: all to compare access and distribution trunks,"D. Run the plan because ios_command is read-only by design Best answer: B Explanation: The key issue is operational scope control for Ansible command execution. The approval permits read-only validation commands and only on the Building 2 access switches. The proposed plan violates both limits: hosts: all includes distribution switches, and the command list includes configuration-mode commands that would shut an interface. A safe validation plan would target the access_bldg2 inventory group and include only nonchanging commands such as show vlan brief and show interfaces trunk . The tool module name does not replace scope review; the host pattern and command list must both match the approved task.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,7,"A user in VLAN 20 reports that a wired PC cannot ping its IPv6 default gateway. The switchport is up/up in VLAN 20, and other VLAN 20 users can reach the gateway. Exhibit: Expected VLAN 20 prefix: 2001:db8:20:10::/64 R1 Gi0/0.20 IPv6: 2001:db8:20:10::1/64 PC IPv6 address: 2001:db8:20:1::25/64 PC default gateway: 2001:db8:20:10::1 Which root cause is best supported by the facts?",A. The PC address is outside the VLAN 20 prefix.,B. The switchport is assigned to the wrong VLAN.,C. The PC default gateway is not reachable by other users.,"D. The router subinterface has the wrong prefix length. Best answer: A Explanation: IPv6 prefix membership is determined by comparing the network portion defined by the prefix length. For a /64 unicast prefix, the first four hextets identify the subnet. VLAN 20 expects 2001:db8:20:10::/64 , and the router interface is correctly addressed inside that subnet as 2001:db8:20:10::1/64 . The PC address 2001:db8:20:1::25/64 belongs to 2001:db8:20:1::/64 , not 2001:db8:20:10::/64 . Because the PC is configured in a different /64, it will not treat the gateway’s global address as on-link for the expected VLAN 20 subnet. The closest trap is the switchport VLAN, but the stem says the port is up/up in VLAN 20 and other users work.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,8,Which device is currently forwarding traffic sent to the virtual gateway?,"A. R1, because it has priority 110","B. Both routers, because HSRP load-balances by default","C. R1, because it is local","D. R2, because 10.10.10.3 is Active Best answer: D Explanation: HSRP uses one Active router to forward traffic for the virtual IP address and one Standby router to take over if the Active router fails. The show standby brief output is from R1, but R1’s state is Standby . The Active column lists 10.10.10.3, which the stem identifies as R2. Therefore, R2 is the device currently forwarding traffic sent to 10.10.10.1. Priority matters during election, but the current operational state in the output is the deciding evidence.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,9,A workstation on access port Gi1/0/12 in VLAN 30 cannot obtain an IPv4 address by DHCP. The DHCP server is reached through trunk Gi1/0/48 toward the distribution switch. You run simultaneous packet captures for 30 seconds. Exhibit: Packet-capture summary Capture point Observed traffic Gi1/0/12 client port DHCP Discover from client MAC every 4 seconds Gi1/0/48 trunk VLAN 10 and VLAN 20 traffic seen; no VLAN 30 frames from the client MAC What is the best interpretation?,A. DHCP is failing because the client uses unicast requests.,B. VLAN 30 traffic is not being forwarded on the trunk.,C. The DHCP server is rejecting the client MAC address.,"D. The client is not sending DHCP Discover messages. Best answer: B Explanation: The capture evidence separates client behavior from forwarding behavior. The client is generating DHCP Discover broadcasts, so the workstation and DHCP protocol start are working. Because those same frames are absent on the trunk that should carry VLAN 30 toward the DHCP server, the likely fault is Layer 2 forwarding or filtering on the access switch path, such as VLAN 30 not being allowed, not active, or not properly carried on the trunk. The next practical check would be trunk and VLAN state, not DHCP server policy.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,10,Which interpretation is best based on the exhibit?,A. Move PAT overload to G0/1 instead of G0/0.,B. Swap the NAT roles on G0/0 and G0/1.,C. Permit 203.0.113.0/30 in ACL 10.,"D. Keep the roles because inside means the ISP-facing source. Best answer: B Explanation: In IOS XE NAT, ip nat inside identifies the interface facing the original inside local addresses, usually the LAN. ip nat outside identifies the interface facing the outside network, usually the ISP. Here, G0/1 is the LAN default gateway for 192.168.10.0/24, so it should be inside. G0/0 connects to the ISP and is the interface whose address should be used for PAT overload, so it should be outside. The ACL is already matching the inside local subnet that needs translation. The issue is the reversed interface roles, not the overload interface or ACL source network.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,11,"A addresses. The DHCP server is reached through distribution switch DSW1 on uplink Gi1/0/48, and the VLAN 20 SVI on DSW1 already has the correct helper address. A digital network assistant recommends automatically disabling DHCP snooping for VLAN 20. Exhibit: SW1# show ip dhcp snooping DHCP snooping is enabled DHCP snooping VLANs: 20 Trusted interfaces: Gi1/0/48 SW1# show interfaces trunk Port Mode Status Allowed vlans Gi1/0/48 on trunking 10,30 What is the best next action supported by the evidence?",A. Approve disabling DHCP snooping on VLAN 20,B. Reload SW1 to clear DHCP snooping bindings,C. Add VLAN 20 to the trunk after validation,"D. Configure a helper address on the VLAN 20 SVI Best answer: C Explanation: Agentic AI can assist troubleshooting, but its proposed configuration changes should be validated against network evidence before being applied. Here, DHCP snooping is enabled for VLAN 20, but the uplink to DSW1 is already trusted, so snooping is not the supported root cause. The trunk output shows Gi1/0/48 allows only VLANs 10 and 30, which prevents VLAN 20 DHCP traffic from reaching the distribution switch and its helper address. The evidence supports correcting the trunk allowed VLAN list through normal change control, not blindly accepting the assistant’s autonomous change.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,12,"A portable web service was moved from a VM to a container on a Linux server. Users on VLAN 30 cannot reach the service at 10.30.10.50 , but the physical server can ping the VLAN 30 gateway. Exhibit: Switch Gi1/0/12: up/up, access VLAN 30 Linux host eth0: 10.30.10.10/24, gateway 10.30.10.1 Container eth0: 172.17.0.2/16, gateway 172.17.0.1 Host route: 172.17.0.0/16 connected via docker0 Which root cause is best supported by the facts?",A. The hypervisor virtual switch is missing a VLAN trunk.,B. The container is attached to an isolated bridge network.,C. The switch access port is in the wrong VLAN.,"D. The VM network adapter is disconnected. Best answer: B Explanation: Containers are portable and process-isolated, but their network attachment depends on the container network mode. The physical server is connected correctly to VLAN 30 because its interface is up and it can reach the VLAN gateway. The failed service has an address on the container bridge network, 172.17.0.0/16 , so hosts on VLAN 30 cannot reach it directly at 10.30.10.50 unless the service is published/NATed or attached to an appropriate VLAN-aware network. The evidence points to the container networking layer, not the physical switch, hypervisor, or VM layer.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,13,"An engineer must apply an outbound policy only on the interface R1 will use to forward packets to destination 10.20.30.90 . Use only the routing table excerpt; do not assume any physical topology beyond what is shown. R1# show ip route | include 10.20|0.0.0.0 O 10.20.0.0/16 [110/20] via 192.0.2.2, GigabitEthernet0/0 S 10.20.30.0/24 [1/0] via 198.51.100.2, GigabitEthernet0/1 O 10.20.30.0/25 [110/30] via 192.0.2.6, GigabitEthernet0/2 S 10.20.30.64/26 [1/0] via 198.51.100.6, GigabitEthernet0/3 S* 0.0.0.0/0 [1/0] via 203.0.113.1, GigabitEthernet0/4 Which interface should be selected?",A. GigabitEthernet0/4,B. GigabitEthernet0/0,C. GigabitEthernet0/1,"D. GigabitEthernet0/3 Best answer: D Explanation: Routers choose the forwarding route by longest prefix match among routes installed in the routing table. The destination 10.20.30.90 falls within 10.20.30.64/26 , which covers addresses 10.20.30.64 through 10.20.30.127 . That prefix is more specific than the /25 , /24 , /16 , and default route entries, so R1 forwards the packet toward next hop 198.51.100.6 out GigabitEthernet0/3 . Administrative distance does not override a longer matching prefix when both routes are present in the table. The safest conclusion is the one directly supported by the route entry, not by assumed topology.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,14,"A network engineer is preparing an IOS XE change to preserve the current Rapid PVST+ root bridge for VLAN 10 after maintenance. Based on the spanning-tree evidence, which configuration target is correct?",A. Preserve SW-C as the VLAN 10 root bridge,B. Preserve any switch with default priority,C. Preserve SW-A as the VLAN 10 root bridge,"D. Preserve SW-B as the VLAN 10 root bridge Best answer: D Explanation: In Rapid PVST+, the root bridge is selected per VLAN by the lowest bridge ID, which combines bridge priority and MAC address. In the exhibit, the Root ID for VLAN 10 is priority 24586 and MAC address 0050.56aa.bbbb. SW-B’s Bridge ID has the same priority and MAC address, so SW-B is the current root bridge for VLAN 10. SW-A and SW-C show a root port and path cost toward that Root ID, which means they are non-root switches forwarding toward the root. The key evidence is the match between the Root ID and a switch’s local Bridge ID.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,15,An engineer must back up R1’s running configuration to a file server. The security requirement says the transfer must protect both credentials and file contents in transit. Review the exhibit and choose the best next action. Exhibit: R1# show ip ssh SSH Enabled - version 2.0 Authentication timeout: 120 secs; Authentication retries: 3 R1# ping 192.0.2.50 Success rate is 100 percent (5/5) R1# copy running-config tftp://192.0.2.50/R1-running.cfg Destination filename [R1-running.cfg]?,A. Keep the completed TFTP backup,B. Disable SSH and retry the transfer,C. Repeat the backup using FTP to 192.0.2.50,"D. Repeat the backup using SCP to 192.0.2.50 Best answer: D Explanation: SCP is the appropriate secure file transfer method when a device configuration or software file must be protected in transit. In the exhibit, the router successfully used TFTP, but TFTP does not encrypt credentials or file data. The same exhibit also shows SSH version 2 is enabled and the target server is reachable, which supports using SCP for the required secure copy behavior. FTP would still expose credentials and data, and disabling SSH would remove the transport SCP depends on. The key distinction is that a successful transfer is not enough when the requirement specifically calls for secure transfer.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,16,A network team uses Ansible to verify port status before a cabling change. The approved scope is read-only command execution on Site-A access switches only . The inventory contains these groups: [site_a_access] SW-A1 SW-A2 [site_a_distribution] DSW-A1 DSW-A2 [all_switches:children] site_a_access site_a_distribution Which Ansible plan best stays within the approved operational scope?,A. Run ios_command against site_a_access for show interfaces status .,B. Run ios_command against site_a_distribution for show interfaces status .,C. Run ios_command against all_switches for show interfaces status .,"D. Run ios_config against site_a_access to set interface descriptions. Best answer: A Explanation: An Ansible command execution plan must match both the target scope and the allowed operation type. In this case, the approved scope is limited to Site-A access switches and read-only verification. The site_a_access inventory group contains only SW-A1 and SW-A2 , so it matches the device boundary. The ios_command module is appropriate for operational show commands such as show interfaces status ; it does not express an intent to change the running configuration. Targeting a broader or different group violates the device scope, and using a configuration module changes the type of operation. The key validation is: correct inventory group plus read-only command module.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,17,"A warehouse barcode scanner cannot connect to the Inventory WLAN after the WLAN security profile was updated. Other scanners using the same AP are connected and passing traffic. Exhibit: Clue Value Scanner RSSI -46 dBm AP channel/noise Channel 6, normal noise floor DHCP lease on scanner None assigned WLAN security WPA2-Personal AES/CCMP Scanner saved profile WPA2-Personal TKIP Which root cause is best supported by these facts?",A. Weak wireless signal,B. Incorrect AP channel selection,C. DHCP scope exhaustion,"D. Wireless encryption mismatch Best answer: D Explanation: The key distinction is whether the client is failing at the wireless association/security stage or after joining the WLAN. Here, the scanner sees the SSID with strong signal strength, and the AP channel/noise information does not indicate an RF problem. The decisive clue is the security mismatch: the WLAN requires WPA2-Personal with AES/CCMP, but the scanner profile is saved for WPA2-Personal with TKIP. Because the client cannot complete the required wireless security negotiation, it never reaches the point where DHCP can assign an address. A missing DHCP lease is therefore a symptom, not the root cause.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,18,An engineer checks the two routers participating in VRRP group 10. Exhibit: R1 Gi0/0 address: 192.0.2.2/24 R2 Gi0/0 address: 192.0.2.3/24 Device Int Grp Pri State Master addr Group addr R1 Gi0/0 10 110 Master 192.0.2.2 192.0.2.1 R2 Gi0/0 10 100 Backup 192.0.2.2 192.0.2.1 What is the best interpretation of the VRRP status?,A. R1 is forwarding for the virtual gateway.,B. Both routers are active because they share the group address.,C. R2 is forwarding because it has the lower priority.,"D. The group is down because the virtual IP is not physical. Best answer: A Explanation: In VRRP, the router in the Master state owns forwarding responsibility for the shared virtual IP address. The exhibit shows both routers agree that 192.0.2.2 is the master address and that the group address is 192.0.2.1 , which is the default gateway used by clients. R1 has priority 110 and is listed as Master ; R2 has priority 100 and is listed as Backup . The higher-priority router normally becomes master when preemption and normal election behavior allow it. The key takeaway is that clients use the virtual IP, but the current master router performs the forwarding.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
2026-06-14,mastery-ccna-public,https://masteryexamprep.com/exams/cisco/ccna/,200-301 v2.0,19,Which switch is the root bridge for VLAN 20?,A. The new access switch,B. SW1,C. SW2,"D. Cannot be determined from this output Best answer: C Explanation: In Rapid PVST+, each VLAN elects one root bridge based on the lowest bridge ID, which includes bridge priority and MAC address. The decisive evidence is the Root ID. On SW1, the Root ID is 001e.7a11.2222 , while SW1’s own Bridge ID is 001e.7a11.1111 , so SW1 is not the root and has a root port toward the root. On SW2, the Bridge ID matches the Root ID, and the output explicitly says This bridge is the root . A non-root switch has a root port; the root bridge does not need one for that VLAN.",,,,Tier B — 24 on-page samples; verify answer on Cisco Tier A,2026-06-14
