discovered_at,source_id,source_url,source_version,source_question_id,stem,choice_a,choice_b,choice_c,choice_d,choice_e,choice_f,stated_answer,topic_notes,date_found,bct_match_score,bct_match_slug
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-006,A small campus has only 200 users spread across two buildings. The network architect recommends a collapsed core design instead of a full three-tier architecture. What does this mean?,A. The access layer and core layer are combined into a single layer,B. The distribution layer and core layer functions are combined into a single layer,C. All three layers are combined into a single high-performance switch,D. The access layer is eliminated and users connect directly to core switches,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.23,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-007,"Which network topology provides the highest redundancy by connecting every device to every other device, but becomes impractical as the network scales?",A. Star topology,B. Bus topology,C. Full mesh topology,D. Ring topology,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.65,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-008,What is the maximum cable length for a single segment of Cat 6a UTP cabling used for 10GBASE-T Ethernet?,A. 55 meters,B. 100 meters,C. 150 meters,D. 300 meters,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.31,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-009,A network technician needs to connect a switch to a router using a copper Ethernet cable. Both devices have auto-MDIX disabled. Which type of cable is required?,A. Straight-through cable,B. Crossover cable,C. Rollover (console) cable,D. Coaxial cable,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.28,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-010,Which type of fiber optic cable uses a larger core diameter (typically 50 or 62.5 microns) and is commonly used for shorter distances within a campus?,A. Single-mode fiber (SMF),B. Multimode fiber (MMF),C. Plastic optical fiber (POF),D. Dispersion-shifted fiber (DSF),,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.20,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-011,A company is assigned the network 192.168.10.0/24 and needs to create subnets with at least 30 hosts each. What is the correct subnet mask to use?,A. 255.255.255.192 (/26),B. 255.255.255.224 (/27),C. 255.255.255.240 (/28),D. 255.255.255.248 (/29),,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.48,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-012,"Given the IP address 172.16.45.130/26, what is the network address and broadcast address for this subnet?","A. Network: 172.16.45.0, Broadcast: 172.16.45.63","B. Network: 172.16.45.128, Broadcast: 172.16.45.191","C. Network: 172.16.45.128, Broadcast: 172.16.45.255","D. Network: 172.16.45.64, Broadcast: 172.16.45.127",,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.36,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-013,"A network engineer needs to divide the 10.1.0.0/16 network into subnets that each support exactly 500 hosts. What subnet mask should be used, and how many subnets will be available?","A. /23 (255.255.254.0), 128 subnets","B. /22 (255.255.252.0), 64 subnets","C. /23 (255.255.254.0), 256 subnets","D. /24 (255.255.255.0), 256 subnets",,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.46,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-014,Which of the following is a valid summary route for the networks 192.168.16.0/24 through 192.168.31.0/24?,A. 192.168.0.0/20,B. 192.168.16.0/20,C. 192.168.16.0/24,D. 192.168.16.0/21,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.36,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-015,What is the valid host range for the subnet that contains the IP address 10.50.168.77/21?,A. 10.50.160.1 to 10.50.167.254,B. 10.50.168.1 to 10.50.175.254,C. 10.50.168.1 to 10.50.168.254,D. 10.50.160.1 to 10.50.175.254,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.41,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-016,Which IPv6 address type is equivalent to a public IPv4 address and is routable across the internet?,A. Link-local address (FE80::/10),B. Unique local address (FC00::/7),C. Global unicast address (2000::/3),D. Multicast address (FF00::/8),,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.39,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-017,An interface is configured with the IPv6 address 2001:0DB8:0000:0000:0000:0000:0000:0001/64. What is the correctly compressed form of this address?,A. 2001:DB8::1/64,B. 2001:DB8:0:0:0:0:0:1/64,C. 2001:DB8:0::0:1/64,D. Both A and B are valid representations,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.24,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-018,A router interface has been configured with an IPv6 global unicast address. Which additional IPv6 address is automatically generated on the interface?,A. A unique local address,B. A link-local address,C. An anycast address,D. A multicast address for all routers (FF02::2),,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.27,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-019,Which TCP mechanism ensures reliable data delivery by requiring the receiver to acknowledge received segments?,A. Flow control using window size,B. Positive acknowledgment with retransmission (PAR),C. Port multiplexing,D. Checksum validation,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.20,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-020,A network application requires the fastest possible delivery with minimal overhead and can tolerate some packet loss. Which transport layer protocol and port combination is most appropriate for a DNS query?,A. TCP port 53,B. UDP port 53,C. TCP port 80,D. UDP port 161,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.20,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-021,"During a TCP three-way handshake, what is the correct sequence of flags exchanged between the client and server?","A. SYN, ACK, SYN-ACK","B. SYN, SYN-ACK, ACK","C. ACK, SYN, SYN-ACK","D. SYN-ACK, SYN, ACK",,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.28,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-022,A switch receives a frame with a destination MAC address that is not in its MAC address table. What action does the switch take?,A. Drop the frame,B. Send the frame only to the default gateway,C. Flood the frame out all ports except the port it was received on,D. Send an ARP request to find the destination,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.67,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-023,What is the difference between store-and-forward switching and cut-through switching?,A. Store-and-forward checks the FCS before forwarding; cut-through begins forwarding after reading the destination MAC,B. Cut-through stores the entire frame and checks for errors; store-and-forward does not,C. Store-and-forward only works on Layer 3 switches; cut-through works on Layer 2 switches,D. Cut-through is more reliable because it verifies the entire frame before forwarding,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.42,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-024,"Which technology allows a single physical server to run multiple isolated operating systems simultaneously, each with its own virtual network interfaces?",A. VLAN trunking,B. Network Address Translation (NAT),C. Hypervisor-based virtualization,D. Port channeling,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.53,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-025,A company is migrating workloads to a public cloud provider. The network team needs to extend their on-premises VLAN across a cloud-based virtual network. Which statement about cloud networking is correct regarding CCNA 200-301 v1.1 objectives?,A. Cloud providers use traditional Spanning Tree Protocol to prevent Layer 2 loops across all tenants,B. Cloud virtual networks use overlay technologies such as VXLAN to provide network isolation and scalability beyond traditional VLAN limits,C. Public cloud networks do not support any form of network segmentation or isolation,D. Cloud-managed network devices cannot be monitored using standard network management protocols,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.18,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-026,What is the primary purpose of VLANs in a switched network?,A. To increase the speed of the network,B. To segment broadcast domains without requiring separate physical switches,C. To encrypt traffic between switches,D. To replace the need for routers in the network,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.40,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-027,"An administrator needs to configure a switch port to carry traffic for VLANs 10, 20, and 30 between two switches. Which configuration achieves this?","A. interface GigabitEthernet0/1, switchport mode access, switchport access vlan 10","B. interface GigabitEthernet0/1, switchport mode trunk, switchport trunk allowed vlan 10,20,30","C. interface GigabitEthernet0/1, switchport mode dynamic auto, switchport access vlan 10","D. interface GigabitEthernet0/1, switchport mode access, switchport voice vlan 20",,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.35,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-028,"What encapsulation protocol does 802.1Q use to tag VLAN traffic on a trunk link, and how does it handle the native VLAN?",A. 802.1Q inserts a 4-byte tag into the Ethernet frame; native VLAN traffic is sent untagged,B. 802.1Q encapsulates the entire frame in a new header; native VLAN traffic is tagged with VLAN 0,C. 802.1Q uses ISL encapsulation; the native VLAN is always VLAN 1 and cannot be changed,D. 802.1Q adds a 2-byte tag; all VLANs including the native VLAN are tagged,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.26,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-029,A network administrator connects an IP phone and a PC to the same switch port. The phone should be in VLAN 50 and the PC in VLAN 10. Which commands correctly configure this port?,"A. switchport mode trunk / switchport trunk allowed vlan 10,50",B. switchport mode access / switchport access vlan 10 / switchport voice vlan 50,C. switchport mode access / switchport access vlan 50 / switchport voice vlan 10,D. switchport mode dynamic desirable / switchport access vlan 10,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.30,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-030,"A company has two switches connected via a trunk link. Switch A has VLANs 10, 20, and 30 configured, but Switch B only has VLANs 10 and 20 in its VLAN database. What happens when a frame tagged with VLAN 30 arrives at Switch B from the trunk?",A. Switch B automatically creates VLAN 30 and forwards the frame,B. Switch B drops the frame because VLAN 30 does not exist in its VLAN database,C. Switch B forwards the frame on all ports as an unknown unicast,D. Switch B strips the VLAN 30 tag and forwards the frame on the native VLAN,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.22,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-031,"Which Cisco IOS command displays the VLAN assignment for all switch ports, including whether each port is an access or trunk port?",A. show vlan brief,B. show interfaces trunk,C. show running-config interface,D. show mac address-table,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.25,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-032,What is the primary purpose of Spanning Tree Protocol (STP) in a switched network?,A. To load balance traffic across redundant links,B. To prevent Layer 2 loops by logically blocking redundant paths,C. To route traffic between VLANs,D. To encrypt traffic on trunk links,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.38,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-033,"In an STP topology, which factor is used FIRST to determine the root bridge?",A. The switch with the most ports,"B. The switch with the lowest bridge priority, then lowest MAC address as tiebreaker",C. The switch with the highest port speed,D. The switch with the highest bridge priority,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.21,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-034,A network engineer enables Rapid PVST+ (IEEE 802.1w) on all switches. What is the key improvement of RSTP over traditional STP (802.1D)?,A. RSTP eliminates the need for a root bridge,B. RSTP reduces convergence time from ~50 seconds to typically under 6 seconds by using proposal/agreement and edge port mechanisms,C. RSTP supports more VLANs than traditional STP,"D. RSTP eliminates all blocked ports, allowing full bandwidth on all links",,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.24,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-035,"A switch port is connected to an end-user workstation. The administrator wants the port to transition immediately to the forwarding state when the link comes up, and also automatically shut down if a BPDU is received on the port. Which two features should be configured?",A. Root guard and loop guard,B. PortFast and BPDU guard,C. PortFast and root guard,D. BPDU filter and loop guard,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.25,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-036,What is the function of root guard on a Cisco switch port?,A. It prevents the port from sending BPDUs to other switches,B. It prevents the port from becoming a root port by discarding superior BPDUs received on that port,C. It shuts down the port if any BPDU is received,D. It prevents the port from entering the blocking state,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.36,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-037,"An administrator configures ""spanning-tree bpdufilter enable"" on an interface connected to an end device. What is the effect of BPDU filter on this port?",A. The port will err-disable if it receives a BPDU,"B. The port stops sending BPDUs and ignores any received BPDUs, effectively disabling STP on that port",C. The port sends BPDUs at a faster rate for quicker convergence,D. The port only forwards BPDUs from the root bridge,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.25,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-038,A network has a redundant Layer 2 topology. The administrator is concerned about a unidirectional link failure that could cause a bridging loop. Which STP feature specifically addresses unidirectional link failures?,A. BPDU guard,B. Root guard,C. Loop guard,D. BPDU filter,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.19,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-039,"Three switches (SW1, SW2, SW3) form a triangle topology. SW1 has priority 24576, SW2 has priority 32768, and SW3 has priority 28672. All are in VLAN 1 running PVST+. Which switch becomes the root bridge, and which port role will the link between SW2 and SW3 have on the non-designated side?",A. SW1 is root; the port on SW3 facing SW2 is the alternate (blocked) port,B. SW2 is root; the port on SW3 facing SW2 is the root port,C. SW1 is root; the port on SW2 facing SW3 is the alternate (blocked) port,D. SW3 is root; the port on SW2 facing SW3 is the alternate (blocked) port,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.37,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-040,"Which Cisco IOS command displays the current root bridge, local bridge ID, and port roles for a specific VLAN in the STP topology?",A. show spanning-tree vlan <id>,B. show vlan brief,C. show interfaces trunk,D. show mac address-table vlan <id>,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.22,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-041,What is the primary benefit of configuring an EtherChannel (port channel) between two switches?,A. It encrypts traffic between the switches,"B. It bundles multiple physical links into a single logical link, providing increased bandwidth and redundancy without STP blocking individual links",C. It enables routing between VLANs on the bundled links,D. It automatically configures VLANs on all member ports,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.31,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-042,An administrator wants to configure an EtherChannel using LACP (Link Aggregation Control Protocol). Which mode combination on the two switches will successfully form an LACP EtherChannel?,"A. Both sides set to ""on""","B. One side set to ""active"" and the other to ""passive""","C. One side set to ""desirable"" and the other to ""auto""","D. Both sides set to ""passive""",,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.30,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-043,"A network engineer configures a 4-port EtherChannel between two switches. The EtherChannel comes up, but all traffic flows through only one of the four physical links. What is the most likely cause?",A. STP is blocking three of the four links,B. The load-balancing algorithm is hashing all traffic to the same link because the source and destination MAC/IP addresses are the same for all flows,C. EtherChannel can only use one link at a time,D. The switches do not support load balancing across EtherChannel members,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.23,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-044,Which of the following is a requirement for interfaces to successfully form an EtherChannel bundle?,A. All member interfaces must be in different VLANs for load balancing,"B. All member interfaces must have the same speed, duplex, and VLAN configuration (access VLAN or trunk settings)",C. Member interfaces can have different speeds as long as the duplex matches,D. At least one member interface must be configured as a trunk while others are access ports,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.22,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-045,Which command correctly creates a Layer 2 EtherChannel using LACP in active mode on a Cisco switch?,A. interface range GigabitEthernet0/1 - 2 / channel-group 1 mode active,B. interface range GigabitEthernet0/1 - 2 / channel-group 1 mode desirable,C. interface range GigabitEthernet0/1 - 2 / channel-group 1 mode on,D. interface port-channel 1 / channel-group 1 mode active,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.22,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-046,"In a Cisco centralized wireless architecture, what is the role of the Wireless LAN Controller (WLC)?",A. The WLC only provides DHCP services to wireless clients,"B. The WLC manages and controls lightweight access points, handles authentication, enforces policies, and processes client data in CAPWAP tunnels",C. The WLC replaces all access points and provides wireless coverage directly,D. The WLC only monitors wireless interference and does not control APs,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.42,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-047,What is the difference between an autonomous access point and a lightweight access point in Cisco wireless deployments?,A. Autonomous APs require a WLC; lightweight APs operate independently,B. Autonomous APs operate independently with full configuration stored locally; lightweight APs require a WLC for management and rely on CAPWAP,C. Lightweight APs provide better wireless coverage than autonomous APs,D. There is no functional difference; the terms are interchangeable,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.36,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-048,"A company deploys Cisco Catalyst 9800 cloud-based wireless controllers to manage APs across 50 branch offices. Which wireless deployment model does this represent, and what is a key advantage?",A. Autonomous deployment; no WLC is needed at any site,B. FlexConnect deployment; APs locally switch traffic but do not need a WLC,C. Cloud-managed wireless deployment; centralized management from the cloud with simplified operations across distributed sites,D. Mesh deployment; all APs wirelessly backhaul to each other without a controller,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.14,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-049,A wireless client roams from AP1 to AP2 in a centralized wireless network. Both APs are managed by the same WLC. What happens to the client's CAPWAP tunnel and IP address during the roam?,"A. The client must disconnect, re-associate, and obtain a new IP address from AP2","B. The WLC seamlessly transfers the client session from AP1 to AP2, maintaining the same IP address and tunnel to the WLC",C. The client creates a direct tunnel between AP1 and AP2 to transfer its session,D. The client must re-authenticate via 802.1X before roaming to AP2,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.21,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-050,"Which wireless frequency band provides more non-overlapping channels but shorter range compared to the 2.4 GHz band, making it preferred for high-density enterprise deployments?",A. 900 MHz,B. 2.4 GHz,C. 5 GHz,D. 60 GHz,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.20,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-051,"A router receives a packet destined for 10.1.5.200. The routing table contains the following entries:

  10.1.0.0/16 via 192.168.1.1
  10.1.5.0/24 via 192.168.1.2
  10.1.5.128/25 via 192.168.1.3
  0.0.0.0/0 via 192.168.1.4

Which next-hop address will the router use to forward the packet?",A. 192.168.1.1,B. 192.168.1.2,C. 192.168.1.3,D. 192.168.1.4,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.42,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-053,"A router has the following entries in its routing table for the same destination network:

  D 10.10.0.0/16 [90/2170112] via 172.16.1.1
  O 10.10.0.0/16 [110/65] via 172.16.2.1
  R 10.10.0.0/16 [120/3] via 172.16.3.1

Which route will be installed in the routing table?",A. The OSPF route via 172.16.2.1 because it has the lowest metric,B. The RIP route via 172.16.3.1 because it has the fewest hops,C. The EIGRP route via 172.16.1.1 because it has the lowest administrative distance,D. All three routes will be installed for load balancing,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.25,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-054,"What does the letter ""C"" represent when it appears at the beginning of a routing table entry?",A. A route learned via a classful routing protocol,B. A directly connected network,C. A route learned via OSPF external type 2,D. A cached route from a previous routing table update,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.50,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-055,"A network engineer runs ""show ip route"" and sees the following entry:

  O 192.168.10.0/24 [110/65] via 10.0.0.2, 00:05:30, GigabitEthernet0/1

What does the value ""65"" represent?",A. The administrative distance of the route,B. The OSPF metric (cost) to reach the destination,C. The number of hops to the destination,D. The time in seconds since the route was last updated,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.24,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-056,Which command displays the routing table on a Cisco router?,A. show routes,B. show ip route,C. display routing-table,D. show ip routing,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.33,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-057,"A packet arrives at a router destined for 172.16.50.10. The routing table has no matching entry for this destination, and no default route is configured. What will the router do?",A. Forward the packet out all interfaces except the one it arrived on,B. Send the packet to the next-hop router with the lowest IP address,C. Drop the packet and send an ICMP Destination Unreachable message to the source,D. Buffer the packet and send an ARP request for the destination,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.32,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-058,What is the administrative distance of a static route on a Cisco router by default?,A. 0,B. 1,C. 5,D. 20,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.64,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-059,"A router has these routing table entries:

  S 10.0.0.0/8 via 192.168.1.1
  O 10.0.0.0/8 [110/20] via 192.168.2.1
  C 10.1.1.0/24 is directly connected, GigabitEthernet0/0

A packet arrives destined for 10.1.1.50. Which route will the router use?",A. The static route via 192.168.1.1 because static routes are preferred,B. The OSPF route via 192.168.2.1 because it has a lower metric,C. The connected route on GigabitEthernet0/0 because it is the longest prefix match,D. The router will load balance across all three routes,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.38,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-060,Which type of route in a routing table represents the exact IP address configured on a router interface with a /32 prefix?,A. Connected route (C),B. Local route (L),C. Static route (S),D. Gateway of last resort,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.35,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-061,"When a router performs a packet forwarding decision, what is the correct order of operations?",A. Check ARP cache → Match routing table → Forward out interface,B. Match routing table using longest prefix → Determine next-hop → Perform Layer 2 encapsulation,C. Decrement TTL → Check routing table → Perform NAT translation,D. Check access list → Perform routing lookup → Check ARP cache,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.22,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-062,"A network engineer examines a routing table and sees:

  Gateway of last resort is 10.0.0.1 to network 0.0.0.0

  S*   0.0.0.0/0 [1/0] via 10.0.0.1

What does the asterisk (*) next to the ""S"" indicate?",A. The route is a candidate default route,B. The route is a summary route,C. The route was redistributed from another protocol,D. The route is a floating static route,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.26,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-063,Which show command allows you to determine the specific route a router will use to forward a packet to a particular destination IP address?,A. show ip route summary,B. show ip route 10.1.1.1,C. show ip protocols,D. show ip interface brief,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.30,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-064,A router receives a packet with a TTL value of 1. The destination IP address does not match any of the router's own interfaces. What action does the router take?,A. Forward the packet normally after decrementing TTL to 0,B. Drop the packet and send an ICMP Time Exceeded message to the source,C. Forward the packet without decrementing the TTL,D. Send the packet back to the previous hop router,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.35,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-065,"A router has the following routing table entries:

  O    10.10.10.0/24 [110/20] via 192.168.1.1, GigabitEthernet0/0
  O    10.10.10.0/24 [110/20] via 192.168.2.1, GigabitEthernet0/1

What will the router do when it receives a packet destined for 10.10.10.50?",A. Forward the packet only via 192.168.1.1 because it appears first,B. Forward the packet only via 192.168.2.1 because it was learned more recently,C. Perform equal-cost load balancing across both paths,D. Drop the packet because there are duplicate routes,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.29,
